,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2024/09/17,36203.22,2024/09/18,41503.1,2024/09/18,514.59,2024/09/13,2704.0896,2024/09/18,18.23,2024/09/19,142.62,2024/09/18,158.18,2024/09/18,7.0812,2024/09/18,0.826,2024/09/18,3.687,2024/09/18,70.16,2024/09/18,2584.8
2024/09/13,36581.76,2024/09/17,41606.18,2024/09/17,517.19,2024/09/12,2717.1231,2024/09/17,17.61,2024/09/18,142.27,2024/09/17,158.24,2024/09/17,7.093,2024/09/17,0.826,2024/09/17,3.642,2024/09/17,71.13,2024/09/17,2596.4
2024/09/12,36833.27,2024/09/16,41622.08,2024/09/16,515.11,2024/09/11,2721.7952,2024/09/16,17.14,2024/09/17,142.4,2024/09/16,156.53,2024/09/16,7.093,2024/09/13,0.841,2024/09/16,3.621,2024/09/16,70.5,2024/09/16,2610.0
2024/09/11,35619.77,2024/09/13,41393.78,2024/09/13,515.95,2024/09/10,2744.1921,2024/09/13,16.56,2024/09/16,140.6,2024/09/13,155.97,2024/09/13,7.093,2024/09/12,0.861,2024/09/13,3.649,2024/09/13,69.24,2024/09/13,2606.2
2024/09/10,36159.16,2024/09/12,41096.77,2024/09/12,512.08,2024/09/09,2736.4876,2024/09/12,17.07,2024/09/13,140.82,2024/09/12,157.04,2024/09/12,7.1172,2024/09/11,0.851,2024/09/12,3.68,2024/09/12,69.18,2024/09/12,2587.2
2024/09/09,36215.75,2024/09/11,40861.71,2024/09/11,508.02,2024/09/06,2765.8066,2024/09/11,17.69,2024/09/12,141.79,2024/09/11,156.75,2024/09/11,7.1192,2024/09/10,0.891,2024/09/11,3.653,2024/09/11,67.38,2024/09/11,2540.2
2024/09/06,36391.47,2024/09/10,40736.96,2024/09/10,507.95,2024/09/05,2788.3141,2024/09/10,19.08,2024/09/11,142.35,2024/09/10,156.95,2024/09/10,7.1205,2024/09/09,0.891,2024/09/10,3.644,2024/09/10,66.31,2024/09/10,2545.7
2024/09/05,36657.09,2024/09/09,40829.59,2024/09/09,510.7,2024/09/04,2784.2783,2024/09/09,19.45,2024/09/10,142.43,2024/09/09,157.97,2024/09/09,7.1133,2024/09/06,0.851,2024/09/09,3.699,2024/09/09,68.8,2024/09/09,2535.5
2024/09/04,37047.61,2024/09/06,40345.41,2024/09/06,506.56,2024/09/03,2802.9787,2024/09/06,22.38,2024/09/09,143.17,2024/09/06,157.72,2024/09/06,7.0876,2024/09/05,0.874,2024/09/06,3.71,2024/09/06,68.16,2024/09/06,2526.8
2024/09/03,38686.31,2024/09/05,40755.75,2024/09/05,512.05,2024/09/02,2811.035,2024/09/05,19.9,2024/09/06,142.27,2024/09/05,159.36,2024/09/05,7.0921,2024/09/04,0.886,2024/09/05,3.733,2024/09/05,69.32,2024/09/05,2547.1
2024/09/02,38700.87,2024/09/04,40974.97,2024/09/04,514.82,2024/08/30,2842.2142,2024/09/04,21.32,2024/09/05,143.44,2024/09/04,159.28,2024/09/04,7.1119,2024/09/03,0.921,2024/09/04,3.768,2024/09/04,69.25,2024/09/04,2526.5
2024/08/30,38647.75,2024/09/03,40936.93,2024/09/03,519.84,2024/08/29,2823.106,2024/09/03,20.72,2024/09/04,143.73,2024/09/03,160.65,2024/09/03,7.1209,2024/09/02,0.906,2024/09/03,3.844,2024/09/03,70.22,2024/09/03,2524.8
2024/08/29,38362.53,2024/08/30,41563.08,2024/09/02,524.94,2024/08/28,2837.4293,2024/09/02,15.55,2024/09/03,145.47,2024/09/02,162.65,2024/09/02,7.117,2024/08/30,0.891,2024/08/30,3.911,2024/08/30,73.65,2024/08/30,2536.0
2024/08/28,38371.76,2024/08/29,41335.05,2024/08/30,525.05,2024/08/27,2848.7312,2024/08/30,15.0,2024/09/02,146.9,2024/08/30,161.5,2024/08/30,7.09,2024/08/29,0.891,2024/08/29,3.867,2024/08/29,76.02,2024/08/29,2554.6
2024/08/27,38288.62,2024/08/28,41091.42,2024/08/29,524.57,2024/08/26,2855.5203,2024/08/29,15.65,2024/08/30,146.16,2024/08/29,160.6,2024/08/29,7.0972,2024/08/28,0.894,2024/08/28,3.841,2024/08/28,74.38,2024/08/28,2539.0
2024/08/26,38110.22,2024/08/27,41250.5,2024/08/28,520.6,2024/08/23,2854.3675,2024/08/28,17.11,2024/08/29,144.98,2024/08/28,160.76,2024/08/28,7.1245,2024/08/27,0.881,2024/08/27,3.833,2024/08/27,75.76,2024/08/27,2560.0
2024/08/23,38364.27,2024/08/26,41240.52,2024/08/27,518.88,2024/08/22,2848.7718,2024/08/27,15.43,2024/08/28,144.57,2024/08/27,161.0,2024/08/27,7.1244,2024/08/26,0.881,2024/08/26,3.818,2024/08/26,77.16,2024/08/26,2553.6
2024/08/22,38211.01,2024/08/23,41175.08,2024/08/26,518.05,2024/08/21,2856.5839,2024/08/26,16.15,2024/08/27,143.95,2024/08/26,161.29,2024/08/26,7.1212,2024/08/23,0.895,2024/08/23,3.807,2024/08/23,74.96,2024/08/23,2548.7
2024/08/21,37951.8,2024/08/22,40712.78,2024/08/23,518.13,2024/08/20,2866.661,2024/08/23,15.86,2024/08/26,144.52,2024/08/23,161.57,2024/08/23,7.1244,2024/08/22,0.875,2024/08/22,3.862,2024/08/22,72.98,2024/08/22,2520.6
2024/08/20,38062.92,2024/08/21,40890.49,2024/08/22,515.74,2024/08/19,2893.6738,2024/08/22,17.55,2024/08/23,144.37,2024/08/22,162.54,2024/08/22,7.144,2024/08/21,0.871,2024/08/21,3.776,2024/08/21,71.94,2024/08/21,2550.2
2024/08/19,37388.62,2024/08/20,40834.97,2024/08/21,513.95,2024/08/16,2879.4298,2024/08/21,16.27,2024/08/22,146.26,2024/08/21,161.94,2024/08/21,7.1344,2024/08/20,0.89,2024/08/20,3.818,2024/08/20,73.82,2024/08/20,2552.1
