,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2023/12/07,32858.31,2023/12/06,36054.43,2023/12/05,467.62,2023/12/07,2966.2061,2023/12/06,12.97,2023/12/07,144.12,2023/12/07,155.56,2023/12/07,7.1505,2023/12/07,0.748,2023/12/06,4.121,2023/12/06,69.25,2023/12/06,2043.4
2023/12/06,33445.9,2023/12/05,36124.56,2023/12/04,465.78,2023/12/06,2968.9334,2023/12/05,12.85,2023/12/06,147.31,2023/12/06,158.56,2023/12/06,7.159,2023/12/06,0.65,2023/12/05,4.171,2023/12/05,72.06,2023/12/05,2037.6
2023/12/05,32775.82,2023/12/04,36204.44,2023/12/01,466.2,2023/12/05,2972.2959,2023/12/04,13.08,2023/12/05,147.15,2023/12/05,158.85,2023/12/05,7.1463,2023/12/05,0.675,2023/12/04,4.286,2023/12/04,73.29,2023/12/04,2048.2
2023/12/04,33231.27,2023/12/01,36245.5,2023/11/30,461.61,2023/12/04,3022.9138,2023/12/01,12.63,2023/12/04,147.2,2023/12/04,159.5,2023/12/04,7.1424,2023/12/04,0.69,2023/12/01,4.224,2023/12/01,74.38,2023/12/01,2091.7
2023/12/01,33431.51,2023/11/30,35950.89,2023/11/29,459.1,2023/12/01,3031.6358,2023/11/30,12.92,2023/12/01,146.81,2023/12/01,159.74,2023/12/01,7.1386,2023/12/01,0.704,2023/11/30,4.35,2023/11/30,75.61,2023/11/30,2056.1
2023/11/30,33486.89,2023/11/29,35430.42,2023/11/28,457.04,2023/11/30,3029.6727,2023/11/29,12.98,2023/11/30,148.19,2023/11/30,161.35,2023/11/30,7.136,2023/11/30,0.676,2023/11/29,4.271,2023/11/29,77.72,2023/11/29,2065.5
2023/11/29,33321.22,2023/11/28,35416.98,2023/11/27,458.41,2023/11/29,3021.6874,2023/11/28,12.69,2023/11/29,147.24,2023/11/29,161.51,2023/11/29,7.13,2023/11/29,0.679,2023/11/28,4.336,2023/11/28,76.58,2023/11/28,2041.6
2023/11/28,33408.39,2023/11/27,35333.47,2023/11/24,459.98,2023/11/28,3038.5545,2023/11/27,12.69,2023/11/28,147.48,2023/11/28,162.11,2023/11/28,7.1463,2023/11/28,0.756,2023/11/27,4.388,2023/11/27,75.02,2023/11/27,2014.4
2023/11/27,33447.67,2023/11/24,35390.15,2023/11/23,458.47,2023/11/27,3031.7002,2023/11/24,12.46,2023/11/27,148.67,2023/11/27,162.85,2023/11/27,7.1528,2023/11/27,0.775,2023/11/24,4.484,2023/11/24,75.18,2023/11/24,2003.7
2023/11/24,33625.53,2023/11/22,35273.03,2023/11/22,457.24,2023/11/24,3040.9717,2023/11/23,12.8,2023/11/24,149.44,2023/11/24,163.52,2023/11/24,7.1488,2023/11/24,0.771,2023/11/22,4.416,2023/11/22,76.82,2023/11/22,1991.5
2023/11/22,33451.83,2023/11/21,35088.29,2023/11/21,455.85,2023/11/23,3061.8562,2023/11/22,12.85,2023/11/23,149.56,2023/11/23,163.09,2023/11/23,7.1455,2023/11/22,0.731,2023/11/21,4.418,2023/11/21,77.81,2023/11/21,2000.3
2023/11/21,33354.14,2023/11/20,35151.04,2023/11/20,456.26,2023/11/22,3043.611,2023/11/21,13.35,2023/11/22,149.53,2023/11/22,162.84,2023/11/22,7.155,2023/11/21,0.697,2023/11/20,4.422,2023/11/20,77.5,2023/11/20,1980.2
2023/11/20,33388.03,2023/11/17,34947.28,2023/11/17,455.82,2023/11/21,3067.9328,2023/11/20,13.41,2023/11/21,148.39,2023/11/21,161.9,2023/11/21,7.1352,2023/11/20,0.744,2023/11/17,4.441,2023/11/17,75.84,2023/11/17,1983.5
2023/11/17,33585.2,2023/11/16,34945.47,2023/11/16,451.27,2023/11/20,3068.3191,2023/11/17,13.8,2023/11/20,148.36,2023/11/20,162.31,2023/11/20,7.168,2023/11/17,0.752,2023/11/16,4.445,2023/11/16,72.9,2023/11/16,1984.3
2023/11/16,33424.41,2023/11/15,34991.21,2023/11/15,454.52,2023/11/17,3054.3655,2023/11/16,14.32,2023/11/17,149.62,2023/11/17,163.28,2023/11/17,7.2111,2023/11/16,0.791,2023/11/15,4.537,2023/11/15,76.58,2023/11/15,1963.1
2023/11/15,33519.7,2023/11/14,34827.7,2023/11/14,452.6,2023/11/16,3050.9257,2023/11/15,14.18,2023/11/16,150.71,2023/11/16,163.55,2023/11/16,7.2422,2023/11/15,0.8,2023/11/14,4.441,2023/11/14,78.21,2023/11/14,1967.2
2023/11/14,32695.93,2023/11/13,34337.87,2023/11/13,446.62,2023/11/15,3072.8348,2023/11/14,14.16,2023/11/15,151.35,2023/11/15,164.18,2023/11/15,7.2466,2023/11/14,0.856,2023/11/13,4.632,2023/11/13,78.51,2023/11/13,1950.2
