,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↓,200.24000000000524,↓,41.05999999999767,↓,0.4200000000000159,↓,8.722000000000207,↑,0.4599999999999991,↓円安,0.4000000000000057,↑円高,0.2600000000000193,↓元安,0.0038000000000000256,↑,0.0050000000000000044,↑,0.03469999999999995,↓,1.0899999999999892,↓,44.49999999999977
2023/12/04,33231.27,2023/12/04,36204.44,2023/12/04,465.78,2023/12/04,3022.9138,2023/12/04,13.09,2023/12/04,147.21,2023/12/04,159.48,2023/12/04,7.1424,2023/12/04,0.695,2023/12/04,4.2587,2023/12/04,73.29,2023/12/04,2047.2
2023/12/01,33431.51,2023/12/01,36245.5,2023/12/01,466.2,2023/12/01,3031.6358,2023/12/01,12.63,2023/12/01,146.81,2023/12/01,159.74,2023/12/01,7.1386,2023/12/04,0.69,2023/12/01,4.224,2023/12/01,74.38,2023/12/01,2091.7
2023/11/30,33486.89,2023/11/30,35950.89,2023/11/30,461.61,2023/11/30,3029.6727,2023/11/30,12.92,2023/11/30,148.19,2023/11/30,161.35,2023/11/30,7.136,2023/12/01,0.704,2023/11/30,4.35,2023/11/30,75.61,2023/11/30,2056.1
2023/11/29,33321.22,2023/11/29,35430.42,2023/11/29,459.1,2023/11/29,3021.6874,2023/11/29,12.98,2023/11/29,147.24,2023/11/29,161.51,2023/11/29,7.13,2023/11/30,0.676,2023/11/29,4.271,2023/11/29,77.72,2023/11/29,2065.5
2023/11/28,33408.39,2023/11/28,35416.98,2023/11/28,457.04,2023/11/28,3038.5545,2023/11/28,12.69,2023/11/28,147.48,2023/11/28,162.11,2023/11/28,7.1463,2023/11/29,0.679,2023/11/28,4.336,2023/11/28,76.58,2023/11/28,2041.6
2023/11/27,33447.67,2023/11/27,35333.47,2023/11/27,458.41,2023/11/27,3031.7002,2023/11/27,12.69,2023/11/27,148.67,2023/11/27,162.85,2023/11/27,7.1528,2023/11/28,0.756,2023/11/27,4.388,2023/11/27,75.02,2023/11/27,2014.4
2023/11/24,33625.53,2023/11/24,35390.15,2023/11/24,459.98,2023/11/24,3040.9717,2023/11/24,12.46,2023/11/24,149.44,2023/11/24,163.52,2023/11/24,7.1488,2023/11/27,0.775,2023/11/24,4.484,2023/11/24,75.18,2023/11/24,2003.7
2023/11/22,33451.83,2023/11/22,35273.03,2023/11/23,458.47,2023/11/23,3061.8562,2023/11/23,12.8,2023/11/23,149.56,2023/11/23,163.09,2023/11/23,7.1455,2023/11/24,0.771,2023/11/22,4.416,2023/11/22,76.82,2023/11/22,1991.5
2023/11/21,33354.14,2023/11/21,35088.29,2023/11/22,457.24,2023/11/22,3043.611,2023/11/22,12.85,2023/11/22,149.53,2023/11/22,162.84,2023/11/22,7.155,2023/11/22,0.731,2023/11/21,4.418,2023/11/21,77.81,2023/11/21,2000.3
