,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↓,272.47000000000116,↑,168.59000000000378,↓,0.10000000000002274,↑,15.826800000000276,↓,0.28999999999999915,↑円高,0.020000000000010232,↑円高,0.15000000000000568,↑元高,0.01780000000000026,↑,0.0010000000000000009,↓,0.0660999999999996,↓,1.509999999999991,↑,24.59999999999991
2023/06/08,31641.27,2023/06/08,33833.61,2023/06/08,460.7,2023/06/08,3213.5855,2023/06/08,13.65,2023/06/08,138.89,2023/06/08,149.78,2023/06/08,7.1109,2023/06/08,0.438,2023/06/08,3.7179,2023/06/08,70.95,2023/06/08,1980.1
2023/06/07,31913.74,2023/06/07,33665.02,2023/06/07,460.8,2023/06/07,3197.7587,2023/06/07,13.94,2023/06/08,138.91,2023/06/07,149.93,2023/06/07,7.1287,2023/06/08,0.437,2023/06/07,3.784,2023/06/07,72.46,2023/06/07,1955.5
2023/06/06,32506.78,2023/06/06,33573.28,2023/06/06,461.68,2023/06/06,3195.3404,2023/06/06,13.96,2023/06/07,140.11,2023/06/06,149.29,2023/06/06,7.119,2023/06/07,0.415,2023/06/06,3.7,2023/06/06,71.45,2023/06/06,1979.8
2023/06/05,32217.43,2023/06/05,33562.86,2023/06/05,459.93,2023/06/05,3232.441,2023/06/05,14.73,2023/06/06,139.63,2023/06/05,149.51,2023/06/05,7.101,2023/06/06,0.425,2023/06/05,3.693,2023/06/05,71.91,2023/06/05,1978.1
2023/06/02,31524.22,2023/06/02,33762.76,2023/06/02,462.15,2023/06/02,3230.0686,2023/06/02,14.6,2023/06/05,139.54,2023/06/02,149.87,2023/06/02,7.0827,2023/06/05,0.436,2023/06/02,3.693,2023/06/02,71.87,2023/06/02,1964.3
2023/06/01,31148.01,2023/06/01,33061.57,2023/06/01,455.27,2023/06/01,3204.6345,2023/06/01,15.65,2023/06/02,139.94,2023/06/01,149.36,2023/06/01,7.0934,2023/06/02,0.416,2023/06/01,3.608,2023/06/01,70.15,2023/06/01,1995.1
2023/05/31,30887.88,2023/05/31,32908.27,2023/05/31,451.76,2023/05/31,3204.5644,2023/05/31,17.94,2023/06/01,138.79,2023/05/31,148.93,2023/05/31,7.1109,2023/06/01,0.421,2023/05/31,3.637,2023/05/31,67.57,2023/05/31,1981.0
2023/05/30,31328.16,2023/05/30,33042.78,2023/05/30,456.63,2023/05/30,3224.2133,2023/05/30,17.46,2023/05/31,139.34,2023/05/30,150.05,2023/05/30,7.0792,2023/05/31,0.431,2023/05/30,3.696,2023/05/30,69.54,2023/05/30,1958.9
2023/05/29,31233.54,2023/05/26,33093.34,2023/05/29,460.87,2023/05/29,3221.4484,2023/05/29,17.46,2023/05/30,139.79,2023/05/29,150.37,2023/05/29,7.072,2023/05/30,0.436,2023/05/26,3.82,2023/05/26,72.87,2023/05/26,1946.1
2023/05/26,30916.31,2023/05/25,32764.65,2023/05/26,461.41,2023/05/26,3212.5038,2023/05/26,17.95,2023/05/29,140.44,2023/05/26,150.83,2023/05/26,7.063,2023/05/29,0.435,2023/05/25,3.815,2023/05/25,71.81,2023/05/25,1941.7
2023/05/25,30801.13,2023/05/24,32799.92,2023/05/25,456.18,2023/05/25,3201.2605,2023/05/25,19.14,2023/05/26,140.62,2023/05/25,150.22,2023/05/25,7.0782,2023/05/26,0.421,2023/05/24,3.719,2023/05/24,74.22,2023/05/24,1959.3
2023/05/24,30682.68,2023/05/23,33055.51,2023/05/24,457.65,2023/05/24,3204.7494,2023/05/24,20.03,2023/05/25,140.05,2023/05/24,149.91,2023/05/24,7.0593,2023/05/25,0.427,2023/05/23,3.698,2023/05/23,73.78,2023/05/23,1977.5
2023/05/23,30957.77,2023/05/22,33286.58,2023/05/23,466.1,2023/05/23,3246.238,2023/05/23,18.53,2023/05/24,139.46,2023/05/23,149.25,2023/05/23,7.0556,2023/05/24,0.406,2023/05/22,3.719,2023/05/22,71.81,2023/05/22,1973.7
2023/05/22,31086.82,2023/05/19,33426.63,2023/05/22,468.91,2023/05/22,3296.4696,2023/05/22,17.21,2023/05/23,138.58,2023/05/22,149.85,2023/05/22,7.0351,2023/05/23,0.398,2023/05/19,3.692,2023/05/19,71.67,2023/05/19,1979.9
2023/05/19,30808.35,2023/05/18,33535.91,2023/05/19,468.85,2023/05/19,3283.5417,2023/05/19,16.81,2023/05/22,138.6,2023/05/19,149.03,2023/05/19,7.006,2023/05/22,0.387,2023/05/18,3.648,2023/05/18,71.92,2023/05/18,1960.3
2023/05/18,30573.93,2023/05/17,33420.77,2023/05/18,465.79,2023/05/18,3297.3199,2023/05/18,16.05,2023/05/19,137.95,2023/05/18,149.37,2023/05/18,7.035,2023/05/19,0.401,2023/05/17,3.581,2023/05/17,72.67,2023/05/17,1985.7
2023/05/17,30093.59,2023/05/16,33012.14,2023/05/17,463.98,2023/05/17,3284.232,2023/05/17,16.87,2023/05/18,138.71,2023/05/17,149.22,2023/05/17,6.998,2023/05/18,0.386,2023/05/16,3.549,2023/05/16,70.53,2023/05/16,1993.2
2023/05/16,29842.99,2023/05/15,33348.6,2023/05/16,464.7,2023/05/16,3290.9874,2023/05/16,17.99,2023/05/17,137.67,2023/05/16,148.15,2023/05/16,6.9786,2023/05/17,0.361,2023/05/15,3.508,2023/05/15,71.3,2023/05/15,2021.4
2023/05/15,29626.34,2023/05/12,33300.62,2023/05/15,466.67,2023/05/15,3310.7367,2023/05/15,17.12,2023/05/16,136.37,2023/05/15,148.01,2023/05/15,6.952,2023/05/16,0.396,2023/05/12,3.463,2023/05/12,70.09,2023/05/12,2015.6
2023/05/12,29388.3,2023/05/11,33309.51,2023/05/12,465.49,2023/05/12,3272.3619,2023/05/12,17.03,2023/05/15,136.11,2023/05/12,147.24,2023/05/12,6.9575,2023/05/15,0.41,2023/05/11,3.397,2023/05/11,71.42,2023/05/11,2020.5
2023/05/11,29126.72,2023/05/10,33531.33,2023/05/11,463.62,2023/05/11,3309.5512,2023/05/11,16.93,2023/05/12,135.71,2023/05/11,146.85,2023/05/11,6.948,2023/05/12,0.386,2023/05/10,3.441,2023/05/10,72.79,2023/05/10,2036.8
2023/05/10,29122.18,2023/05/09,33561.81,2023/05/10,463.64,2023/05/10,3319.1506,2023/05/10,16.94,2023/05/11,134.54,2023/05/10,147.57,2023/05/10,6.9321,2023/05/11,0.391,2023/05/09,3.522,2023/05/09,73.53,2023/05/09,2041.8
2023/05/09,29242.82,2023/05/08,33618.69,2023/05/09,465.41,2023/05/09,3357.6707,2023/05/09,17.71,2023/05/10,134.34,2023/05/09,148.21,2023/05/09,6.92,2023/05/10,0.412,2023/05/08,3.519,2023/05/08,72.8,2023/05/08,2028.5
2023/05/08,28949.88,2023/05/05,33674.38,2023/05/08,466.94,2023/05/08,3395.0036,2023/05/08,16.98,2023/05/09,135.21,2023/05/08,148.69,2023/05/08,6.9121,2023/05/09,0.425,2023/05/05,3.446,2023/05/05,71.32,2023/05/05,2024.9
2023/05/02,29157.95,2023/05/04,33127.74,2023/05/05,465.31,2023/05/05,3334.5028,2023/05/05,17.19,2023/05/08,135.08,2023/05/05,148.57,2023/05/05,6.91,2023/05/08,0.411,2023/05/04,3.352,2023/05/04,68.59,2023/05/04,2058.6
