,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↑,224.9100000000035,↑,201.36000000000058,↑,2.7799999999999727,↑,66.58480000000009,↓,0.7600000000000016,↓円安,0.6200000000000045,↓円安,0.010000000000019327,↓元安,0.02039999999999953,↓,0.008000000000000007,↑,0.023299999999999876,↓,3.6299999999999955,↓,8.399999999999636
2024/10/11,39605.8,2024/10/14,43065.22,2024/10/14,524.76,2024/10/14,3284.3225,2024/10/14,19.7,2024/10/14,149.75,2024/10/14,163.36,2024/10/14,7.087,2024/10/11,0.95,2024/10/11,4.0963,2024/10/14,71.86,2024/10/14,2665.8
2024/10/10,39380.89,2024/10/11,42863.86,2024/10/11,521.98,2024/10/11,3217.7377,2024/10/11,20.46,2024/10/11,149.13,2024/10/14,163.35,2024/10/11,7.0666,2024/10/10,0.958,2024/10/11,4.073,2024/10/11,75.49,2024/10/11,2674.2
2024/10/09,39277.96,2024/10/10,42454.12,2024/10/10,519.11,2024/10/10,3301.9259,2024/10/10,20.93,2024/10/10,148.56,2024/10/11,163.09,2024/10/10,7.079,2024/10/09,0.936,2024/10/10,4.094,2024/10/10,75.59,2024/10/10,2647.3
2024/10/08,38937.54,2024/10/09,42512.0,2024/10/09,520.05,2024/10/09,3258.8578,2024/10/09,20.86,2024/10/09,149.29,2024/10/10,162.48,2024/10/09,7.08,2024/10/08,0.926,2024/10/09,4.067,2024/10/09,73.36,2024/10/09,2626.1
2024/10/07,39332.74,2024/10/08,42080.37,2024/10/08,516.64,2024/10/08,3489.7751,2024/10/08,21.42,2024/10/08,148.19,2024/10/09,163.31,2024/10/08,7.0595,2024/10/07,0.921,2024/10/08,4.035,2024/10/08,73.9,2024/10/08,2640.6
2024/10/04,38635.62,2024/10/07,41954.24,2024/10/07,519.48,2024/09/30,3336.4974,2024/10/07,22.64,2024/10/07,148.18,2024/10/08,162.71,2024/10/07,7.0176,2024/10/04,0.88,2024/10/07,4.026,2024/10/07,77.29,2024/10/07,2661.9
2024/10/03,38552.06,2024/10/04,42352.75,2024/10/04,518.56,2024/09/27,3087.5286,2024/10/04,19.21,2024/10/04,148.71,2024/10/07,162.62,2024/10/04,7.0176,2024/10/03,0.821,2024/10/04,3.981,2024/10/04,74.45,2024/10/04,2673.2
2024/10/02,37808.76,2024/10/03,42011.59,2024/10/03,516.29,2024/09/26,3000.9526,2024/10/03,20.49,2024/10/03,146.92,2024/10/04,163.16,2024/10/03,7.0176,2024/10/02,0.816,2024/10/03,3.85,2024/10/03,73.71,2024/10/03,2675.9
2024/10/01,38651.97,2024/10/02,42196.52,2024/10/02,521.14,2024/09/25,2896.3057,2024/10/02,18.9,2024/10/02,146.46,2024/10/03,162.06,2024/10/02,7.0176,2024/10/01,0.855,2024/10/02,3.785,2024/10/02,71.01,2024/10/02,2680.2
2024/09/30,37919.55,2024/10/01,42156.97,2024/10/01,520.88,2024/09/24,2863.1255,2024/10/01,19.26,2024/10/01,143.56,2024/10/02,161.76,2024/10/01,7.0176,2024/09/30,0.855,2024/10/01,3.743,2024/10/01,70.76,2024/10/01,2684.8
