,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↓,83.81999999999971,↓,129.83000000000175,↓,3.3600000000000136,↓,22.402300000000196,↑,0.4800000000000004,↑円高,0.01999999999998181,↑円高,0.1599999999999966,↓元安,0.03230000000000022,↑,0.0030000000000000027,↑,0.0754999999999999,↑,1.7099999999999937,↓,6.5
2023/07/05,33338.7,2023/07/05,34288.64,2023/07/05,457.94,2023/07/05,3222.9469,2023/07/05,14.18,2023/07/05,144.62,2023/07/05,157.0,2023/07/05,7.2465,2023/07/05,0.384,2023/07/05,3.9335,2023/07/05,71.83,2023/07/05,1922.7
2023/07/04,33422.52,2023/07/03,34418.47,2023/07/04,461.3,2023/07/04,3245.3492,2023/07/04,13.7,2023/07/05,144.64,2023/07/04,157.16,2023/07/04,7.2142,2023/07/05,0.381,2023/07/03,3.858,2023/07/03,70.12,2023/07/03,1929.2
2023/07/03,33753.33,2023/06/30,34407.6,2023/07/03,460.98,2023/07/03,3243.975,2023/07/03,13.57,2023/07/04,144.45,2023/07/03,157.87,2023/07/03,7.24,2023/07/04,0.376,2023/06/30,3.819,2023/06/30,70.45,2023/06/30,1927.8
2023/06/30,33189.04,2023/06/29,34122.42,2023/06/30,461.93,2023/06/30,3202.0623,2023/06/30,13.59,2023/07/03,144.66,2023/06/30,157.44,2023/06/30,7.2513,2023/07/03,0.401,2023/06/29,3.854,2023/06/29,69.78,2023/06/29,1916.2
2023/06/29,33234.14,2023/06/28,33852.66,2023/06/29,456.64,2023/06/29,3182.3812,2023/06/29,13.54,2023/06/30,144.32,2023/06/29,157.26,2023/06/29,7.2515,2023/06/30,0.396,2023/06/28,3.712,2023/06/28,69.15,2023/06/28,1916.5
2023/06/28,33193.99,2023/06/27,33926.74,2023/06/28,456.05,2023/06/28,3189.3758,2023/06/28,13.43,2023/06/29,144.77,2023/06/28,157.65,2023/06/28,7.2436,2023/06/29,0.382,2023/06/27,3.768,2023/06/27,68.03,2023/06/27,1923.3
2023/06/27,32538.33,2023/06/26,33714.71,2023/06/27,452.9,2023/06/27,3189.4427,2023/06/27,13.74,2023/06/28,144.46,2023/06/27,157.9,2023/06/27,7.2193,2023/06/28,0.39,2023/06/26,3.719,2023/06/26,69.53,2023/06/26,1932.9
2023/06/26,32698.81,2023/06/23,33727.43,2023/06/26,452.68,2023/06/26,3150.6189,2023/06/26,14.25,2023/06/27,144.07,2023/06/26,156.51,2023/06/26,7.2364,2023/06/27,0.372,2023/06/23,3.739,2023/06/23,69.5,2023/06/23,1930.3
2023/06/23,32781.54,2023/06/22,33946.71,2023/06/23,453.14,2023/06/21,3197.9011,2023/06/23,13.44,2023/06/26,143.5,2023/06/23,156.56,2023/06/23,7.1779,2023/06/26,0.354,2023/06/22,3.799,2023/06/22,69.53,2023/06/22,1923.9
2023/06/22,33264.88,2023/06/21,33951.52,2023/06/22,454.7,2023/06/20,3240.3648,2023/06/22,12.91,2023/06/23,143.68,2023/06/22,156.78,2023/06/22,7.1779,2023/06/23,0.367,2023/06/21,3.723,2023/06/21,72.37,2023/06/21,1943.5
2023/06/21,33575.14,2023/06/20,34053.87,2023/06/21,457.01,2023/06/19,3255.8057,2023/06/21,13.2,2023/06/22,143.11,2023/06/21,155.87,2023/06/21,7.1779,2023/06/22,0.371,2023/06/20,3.727,2023/06/20,70.94,2023/06/20,1948.1
2023/06/20,33388.91,2023/06/16,34299.12,2023/06/20,459.32,2023/06/16,3273.3341,2023/06/20,13.88,2023/06/21,141.88,2023/06/20,154.43,2023/06/20,7.1811,2023/06/21,0.375,2023/06/16,3.769,2023/06/16,71.44,2023/06/16,1970.7
2023/06/19,33370.42,2023/06/15,34408.06,2023/06/19,462.04,2023/06/15,3252.9751,2023/06/19,14.19,2023/06/20,141.44,2023/06/19,155.04,2023/06/19,7.1609,2023/06/20,0.387,2023/06/15,3.728,2023/06/15,70.57,2023/06/15,1970.5
2023/06/16,33706.08,2023/06/14,33979.33,2023/06/16,466.8,2023/06/14,3228.9887,2023/06/16,13.54,2023/06/19,141.98,2023/06/16,155.22,2023/06/16,7.1251,2023/06/19,0.396,2023/06/14,3.798,2023/06/14,68.68,2023/06/14,1955.7
2023/06/15,33485.49,2023/06/13,34212.12,2023/06/15,464.33,2023/06/13,3233.6734,2023/06/15,14.5,2023/06/16,141.82,2023/06/15,153.52,2023/06/15,7.1195,2023/06/16,0.406,2023/06/13,3.839,2023/06/13,69.28,2023/06/13,1956.9
2023/06/14,33502.42,2023/06/12,34066.33,2023/06/14,464.94,2023/06/12,3228.8336,2023/06/14,13.88,2023/06/15,140.27,2023/06/14,151.73,2023/06/14,7.1615,2023/06/15,0.426,2023/06/12,3.765,2023/06/12,67.34,2023/06/12,1971.8
2023/06/13,33018.65,2023/06/09,33876.78,2023/06/13,463.27,2023/06/09,3231.4055,2023/06/13,14.61,2023/06/14,140.09,2023/06/13,151.33,2023/06/13,7.1666,2023/06/14,0.431,2023/06/09,3.745,2023/06/09,70.35,2023/06/09,1975.7
2023/06/12,32434.0,2023/06/08,33833.61,2023/06/12,460.73,2023/06/08,3213.5855,2023/06/12,15.01,2023/06/13,140.21,2023/06/12,150.17,2023/06/12,7.1437,2023/06/13,0.421,2023/06/08,3.714,2023/06/08,70.95,2023/06/08,1980.1
2023/06/09,32265.17,2023/06/07,33665.02,2023/06/09,460.01,2023/06/07,3197.7587,2023/06/09,13.83,2023/06/12,139.6,2023/06/09,149.77,2023/06/09,7.1273,2023/06/12,0.426,2023/06/07,3.784,2023/06/07,72.46,2023/06/07,1955.5
2023/06/08,31641.27,2023/06/06,33573.28,2023/06/08,460.7,2023/06/06,3195.3404,2023/06/08,13.65,2023/06/09,139.34,2023/06/08,149.78,2023/06/08,7.1109,2023/06/09,0.432,2023/06/06,3.7,2023/06/06,71.45,2023/06/06,1979.8
2023/06/07,31913.74,2023/06/05,33562.86,2023/06/07,460.8,2023/06/05,3232.441,2023/06/07,13.94,2023/06/08,138.91,2023/06/07,149.93,2023/06/07,7.1287,2023/06/08,0.437,2023/06/05,3.693,2023/06/05,71.91,2023/06/05,1978.1
2023/06/06,32506.78,2023/06/02,33762.76,2023/06/06,461.68,2023/06/02,3230.0686,2023/06/06,13.96,2023/06/07,140.11,2023/06/06,149.29,2023/06/06,7.119,2023/06/07,0.415,2023/06/02,3.693,2023/06/02,71.87,2023/06/02,1964.3
2023/06/05,32217.43,2023/06/01,33061.57,2023/06/05,459.93,2023/06/01,3204.6345,2023/06/05,14.73,2023/06/06,139.63,2023/06/05,149.51,2023/06/05,7.101,2023/06/06,0.425,2023/06/01,3.608,2023/06/01,70.15,2023/06/01,1995.1
2023/06/02,31524.22,2023/05/31,32908.27,2023/06/02,462.15,2023/05/31,3204.5644,2023/06/02,14.6,2023/06/05,139.54,2023/06/02,149.87,2023/06/02,7.0827,2023/06/05,0.436,2023/05/31,3.637,2023/05/31,67.57,2023/05/31,1981.0
2023/06/01,31148.01,2023/05/30,33042.78,2023/06/01,455.27,2023/05/30,3224.2133,2023/06/01,15.65,2023/06/02,139.94,2023/06/01,149.36,2023/06/01,7.0934,2023/06/02,0.416,2023/05/30,3.696,2023/05/30,69.54,2023/05/30,1958.9
2023/05/31,30887.88,2023/05/26,33093.34,2023/05/31,451.76,2023/05/29,3221.4484,2023/05/31,17.94,2023/06/01,138.79,2023/05/31,148.93,2023/05/31,7.1109,2023/06/01,0.421,2023/05/26,3.82,2023/05/26,72.87,2023/05/26,1946.1
2023/05/30,31328.16,2023/05/25,32764.65,2023/05/30,456.63,2023/05/26,3212.5038,2023/05/30,17.46,2023/05/31,139.34,2023/05/30,150.05,2023/05/30,7.0792,2023/05/31,0.431,2023/05/25,3.815,2023/05/25,71.81,2023/05/25,1941.7
2023/05/29,31233.54,2023/05/24,32799.92,2023/05/29,460.87,2023/05/25,3201.2605,2023/05/29,17.46,2023/05/30,139.79,2023/05/29,150.37,2023/05/29,7.072,2023/05/30,0.436,2023/05/24,3.719,2023/05/24,74.22,2023/05/24,1959.3
2023/05/26,30916.31,2023/05/23,33055.51,2023/05/26,461.41,2023/05/24,3204.7494,2023/05/26,17.95,2023/05/29,140.44,2023/05/26,150.83,2023/05/26,7.063,2023/05/29,0.435,2023/05/23,3.698,2023/05/23,73.78,2023/05/23,1977.5
2023/05/25,30801.13,2023/05/22,33286.58,2023/05/25,456.18,2023/05/23,3246.238,2023/05/25,19.14,2023/05/26,140.62,2023/05/25,150.22,2023/05/25,7.0782,2023/05/26,0.421,2023/05/22,3.719,2023/05/22,71.81,2023/05/22,1973.7
