,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2023/11/20,33388.03,2023/11/20,35151.04,2023/11/21,455.85,2023/11/21,3067.9328,2023/11/21,13.35,2023/11/21,148.39,2023/11/21,161.9,2023/11/21,7.1352,2023/11/21,0.697,2023/11/20,4.422,2023/11/20,77.5,2023/11/20,1980.2
2023/11/17,33585.2,2023/11/17,34947.28,2023/11/20,456.26,2023/11/20,3068.3191,2023/11/20,13.41,2023/11/20,148.36,2023/11/20,162.31,2023/11/20,7.168,2023/11/20,0.744,2023/11/17,4.441,2023/11/17,75.84,2023/11/17,1983.5
2023/11/16,33424.41,2023/11/16,34945.47,2023/11/17,455.82,2023/11/17,3054.3655,2023/11/17,13.8,2023/11/17,149.62,2023/11/17,163.28,2023/11/17,7.2111,2023/11/17,0.752,2023/11/16,4.445,2023/11/16,72.9,2023/11/16,1984.3
2023/11/15,33519.7,2023/11/15,34991.21,2023/11/16,451.27,2023/11/16,3050.9257,2023/11/16,14.32,2023/11/16,150.71,2023/11/16,163.55,2023/11/16,7.2422,2023/11/16,0.791,2023/11/15,4.537,2023/11/15,76.58,2023/11/15,1963.1
2023/11/14,32695.93,2023/11/14,34827.7,2023/11/15,454.52,2023/11/15,3072.8348,2023/11/15,14.18,2023/11/15,151.35,2023/11/15,164.18,2023/11/15,7.2466,2023/11/15,0.8,2023/11/14,4.441,2023/11/14,78.21,2023/11/14,1967.2
2023/11/13,32585.11,2023/11/13,34337.87,2023/11/14,452.6,2023/11/14,3056.0703,2023/11/14,14.16,2023/11/14,150.38,2023/11/14,163.57,2023/11/14,7.253,2023/11/14,0.856,2023/11/13,4.632,2023/11/13,78.51,2023/11/13,1950.2
2023/11/10,32568.11,2023/11/10,34283.1,2023/11/13,446.62,2023/11/13,3046.5329,2023/11/13,14.76,2023/11/13,151.71,2023/11/13,162.29,2023/11/13,7.2884,2023/11/13,0.876,2023/11/10,4.628,2023/11/10,77.35,2023/11/10,1942.7
2023/11/09,32646.46,2023/11/09,33891.94,2023/11/10,443.31,2023/11/10,3038.9699,2023/11/10,14.17,2023/11/10,151.5,2023/11/10,161.86,2023/11/10,7.2891,2023/11/10,0.857,2023/11/09,4.63,2023/11/09,75.58,2023/11/09,1963.9
2023/11/08,32166.48,2023/11/08,34112.27,2023/11/09,447.8,2023/11/09,3053.2792,2023/11/09,15.29,2023/11/09,151.34,2023/11/09,161.44,2023/11/09,7.2835,2023/11/09,0.84,2023/11/08,4.523,2023/11/08,75.59,2023/11/08,1956.2
2023/11/07,32271.82,2023/11/07,34152.6,2023/11/08,444.07,2023/11/08,3052.3726,2023/11/08,14.45,2023/11/08,150.97,2023/11/08,161.67,2023/11/08,7.28,2023/11/08,0.848,2023/11/07,4.571,2023/11/07,77.13,2023/11/07,1975.6
