,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2023/04/10,27633.66,2023/04/10,33586.52,2023/04/06,458.94,2023/04/10,3315.3578,2023/04/10,18.97,2023/04/10,133.6,2023/04/10,145.08,2023/04/10,6.8807,2023/04/11,0.452,2023/04/10,3.415,2023/04/10,79.91,2023/04/10,1988.9
2023/04/07,27518.31,2023/04/06,33485.29,2023/04/05,456.59,2023/04/07,3327.6457,2023/04/06,18.4,2023/04/07,132.13,2023/04/07,144.14,2023/04/07,6.8681,2023/04/10,0.462,2023/04/07,3.383,2023/04/06,80.46,2023/04/06,2023.7
2023/04/06,27472.63,2023/04/05,33482.72,2023/04/04,457.34,2023/04/06,3312.628,2023/04/05,19.08,2023/04/06,131.76,2023/04/06,143.88,2023/04/06,6.875,2023/04/07,0.461,2023/04/06,3.29,2023/04/05,80.35,2023/04/05,2037.1
2023/04/05,27813.26,2023/04/04,33402.38,2023/04/03,457.72,2023/04/04,3312.5578,2023/04/04,19.0,2023/04/05,131.31,2023/04/05,143.11,2023/04/05,6.878,2023/04/06,0.47,2023/04/05,3.287,2023/04/04,81.05,2023/04/04,2038.1
2023/04/04,28287.42,2023/04/03,33601.15,2023/03/31,457.84,2023/04/03,3296.396,2023/04/03,18.55,2023/04/04,131.69,2023/04/04,144.29,2023/04/04,6.878,2023/04/05,0.473,2023/04/04,3.337,2023/04/03,80.45,2023/04/03,2001.7
2023/04/03,28188.15,2023/03/31,33274.15,2023/03/30,454.84,2023/03/31,3272.8602,2023/03/31,18.7,2023/04/03,132.41,2023/04/03,144.37,2023/04/03,6.8776,2023/04/04,0.402,2023/04/03,3.432,2023/03/31,75.7,2023/03/31,1987.0
2023/03/31,28041.48,2023/03/30,32859.03,2023/03/29,450.21,2023/03/30,3261.2485,2023/03/30,19.02,2023/03/31,132.79,2023/03/31,143.97,2023/03/31,6.8676,2023/04/03,0.376,2023/03/31,3.49,2023/03/30,74.37,2023/03/30,1998.0
2023/03/30,27782.93,2023/03/29,32717.6,2023/03/28,444.45,2023/03/29,3240.0568,2023/03/29,19.12,2023/03/30,132.65,2023/03/30,144.7,2023/03/30,6.871,2023/03/31,0.324,2023/03/30,3.551,2023/03/29,72.81,2023/03/29,1966.2
2023/03/29,27883.78,2023/03/28,32394.25,2023/03/27,444.72,2023/03/28,3245.376,2023/03/28,19.97,2023/03/29,132.84,2023/03/29,144.05,2023/03/29,6.8862,2023/03/30,0.321,2023/03/29,3.566,2023/03/28,73.58,2023/03/28,1975.3
2023/03/28,27518.25,2023/03/27,32432.08,2023/03/24,440.11,2023/03/27,3251.3971,2023/03/27,20.6,2023/03/28,130.86,2023/03/28,141.92,2023/03/28,6.8745,2023/03/29,0.3,2023/03/28,3.568,2023/03/27,72.89,2023/03/27,1957.7
2023/03/27,27476.87,2023/03/24,32237.53,2023/03/23,446.22,2023/03/24,3265.6537,2023/03/24,21.74,2023/03/27,131.56,2023/03/27,142.05,2023/03/27,6.8834,2023/03/28,0.319,2023/03/27,3.528,2023/03/24,69.2,2023/03/24,1981.0
2023/03/24,27385.25,2023/03/23,32105.25,2023/03/22,447.16,2023/03/23,3286.6491,2023/03/23,22.61,2023/03/24,130.69,2023/03/24,140.6,2023/03/24,6.8675,2023/03/27,0.293,2023/03/24,3.378,2023/03/23,69.47,2023/03/23,1996.1
2023/03/23,27419.61,2023/03/22,32030.11,2023/03/21,446.47,2023/03/22,3265.7475,2023/03/22,22.26,2023/03/23,130.81,2023/03/23,141.73,2023/03/23,6.8188,2023/03/24,0.286,2023/03/23,3.404,2023/03/22,69.92,2023/03/22,1973.4
2023/03/22,27466.61,2023/03/21,32560.6,2023/03/20,440.6,2023/03/21,3255.6505,2023/03/21,21.38,2023/03/22,131.44,2023/03/22,142.67,2023/03/22,6.8802,2023/03/23,0.3,2023/03/22,3.5,2023/03/21,69.5,2023/03/21,1943.6
2023/03/20,26945.67,2023/03/20,32244.58,2023/03/17,436.31,2023/03/20,3234.9103,2023/03/20,24.15,2023/03/21,132.49,2023/03/21,142.67,2023/03/21,6.883,2023/03/22,0.327,2023/03/21,3.606,2023/03/20,67.61,2023/03/20,1982.8
2023/03/17,27333.79,2023/03/17,31861.98,2023/03/16,441.64,2023/03/17,3250.546,2023/03/17,25.51,2023/03/20,131.31,2023/03/20,140.82,2023/03/20,6.877,2023/03/20,0.25,2023/03/20,3.477,2023/03/17,66.34,2023/03/17,1993.7
2023/03/16,27010.61,2023/03/16,32246.55,2023/03/15,436.45,2023/03/16,3226.8912,2023/03/16,22.99,2023/03/17,131.79,2023/03/17,140.62,2023/03/17,6.885,2023/03/17,0.28,2023/03/17,3.397,2023/03/16,68.24,2023/03/16,1923.8
2023/03/15,27229.48,2023/03/15,31874.57,2023/03/14,449.56,2023/03/15,3263.3148,2023/03/15,26.14,2023/03/16,133.72,2023/03/16,141.91,2023/03/16,6.8965,2023/03/16,0.288,2023/03/16,3.583,2023/03/15,68.23,2023/03/15,1923.3
2023/03/14,27222.04,2023/03/14,32155.4,2023/03/13,442.8,2023/03/14,3245.3123,2023/03/14,23.73,2023/03/15,133.4,2023/03/15,141.1,2023/03/15,6.9067,2023/03/15,0.323,2023/03/15,3.494,2023/03/14,71.48,2023/03/14,1908.3
2023/03/13,27832.96,2023/03/13,31819.14,2023/03/10,453.76,2023/03/13,3268.6955,2023/03/13,26.52,2023/03/14,134.22,2023/03/14,144.04,2023/03/14,6.868,2023/03/14,0.276,2023/03/14,3.636,2023/03/13,74.69,2023/03/13,1918.9
2023/03/10,28143.97,2023/03/10,31909.64,2023/03/09,459.98,2023/03/10,3230.0766,2023/03/10,24.8,2023/03/13,133.18,2023/03/13,142.93,2023/03/13,6.8455,2023/03/13,0.311,2023/03/13,3.515,2023/03/10,76.68,2023/03/10,1872.7
