,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↓,93.20000000000073,↑,22.339999999996508,↑,1.5699999999999932,↓,65.77349999999979,↓,0.40000000000000213,↑円高,0.07999999999998408,↓円安,0.12999999999999545,↓元安,0.01950000000000074,↓,0.0020000000000000018,↑,0.02300000000000013,↑,0.6599999999999966,↓,22.5
2023/04/21,28564.37,2023/04/21,33808.96,2023/04/21,469.0,2023/04/21,3301.2575,2023/04/21,16.77,2023/04/21,134.15,2023/04/21,147.4,2023/04/21,6.892,2023/04/21,0.465,2023/04/21,3.568,2023/04/21,77.95,2023/04/21,1994.1
2023/04/20,28657.57,2023/04/20,33786.62,2023/04/20,467.43,2023/04/20,3367.031,2023/04/20,17.17,2023/04/20,134.23,2023/04/20,147.27,2023/04/20,6.8725,2023/04/21,0.467,2023/04/20,3.545,2023/04/20,77.29,2023/04/20,2016.6
2023/04/19,28606.76,2023/04/19,33897.01,2023/04/19,468.13,2023/04/19,3370.1283,2023/04/19,16.46,2023/04/19,134.69,2023/04/19,147.57,2023/04/19,6.885,2023/04/20,0.471,2023/04/19,3.602,2023/04/19,78.96,2023/04/19,2007.4
2023/04/18,28658.83,2023/04/18,33976.63,2023/04/18,468.62,2023/04/18,3393.3312,2023/04/18,16.83,2023/04/18,134.09,2023/04/18,147.17,2023/04/18,6.8755,2023/04/19,0.476,2023/04/18,3.572,2023/04/18,80.85,2023/04/18,2017.8
2023/04/17,28514.78,2023/04/17,33987.18,2023/04/17,466.84,2023/04/17,3385.6095,2023/04/17,16.95,2023/04/17,134.46,2023/04/17,146.94,2023/04/17,6.8786,2023/04/18,0.476,2023/04/17,3.591,2023/04/17,80.95,2023/04/17,2007.5
2023/04/14,28493.47,2023/04/14,33886.47,2023/04/14,466.91,2023/04/14,3338.1525,2023/04/14,17.07,2023/04/14,133.77,2023/04/14,147.06,2023/04/14,6.869,2023/04/17,0.483,2023/04/14,3.522,2023/04/14,82.68,2023/04/14,2017.7
2023/04/13,28156.97,2023/04/13,34029.69,2023/04/13,464.21,2023/04/13,3318.3638,2023/04/13,17.8,2023/04/13,132.56,2023/04/13,146.43,2023/04/13,6.8677,2023/04/14,0.471,2023/04/13,3.451,2023/04/13,82.43,2023/04/13,2054.6
2023/04/12,28082.7,2023/04/12,33646.5,2023/04/12,462.38,2023/04/12,3327.1816,2023/04/12,19.09,2023/04/12,133.12,2023/04/12,146.33,2023/04/12,6.873,2023/04/13,0.471,2023/04/12,3.421,2023/04/12,83.26,2023/04/12,2029.4
2023/04/11,27923.37,2023/04/11,33684.79,2023/04/11,461.79,2023/04/11,3313.5705,2023/04/11,19.1,2023/04/11,133.65,2023/04/11,145.89,2023/04/11,6.8866,2023/04/12,0.466,2023/04/11,3.434,2023/04/11,81.46,2023/04/11,2019.0
