,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2024/02/02,36158.02,2024/02/05,38380.12,2024/02/06,486.76,2024/01/29,2883.356,2024/02/06,13.06,2024/02/06,147.94,2024/02/06,159.09,2024/02/06,7.1908,2024/02/05,0.721,2024/02/05,4.164,2024/02/05,72.8,2024/02/05,2041.6
2024/02/01,36011.46,2024/02/02,38654.42,2024/02/05,483.69,2024/01/26,2910.2227,2024/02/05,13.67,2024/02/05,148.67,2024/02/05,159.7,2024/02/05,7.1982,2024/02/02,0.663,2024/02/02,4.031,2024/02/02,72.41,2024/02/02,2057.1
2024/01/31,36286.71,2024/02/01,38519.84,2024/02/02,483.93,2024/01/25,2906.1087,2024/02/02,13.85,2024/02/02,148.37,2024/02/02,160.03,2024/02/02,7.192,2024/02/01,0.697,2024/02/01,3.863,2024/02/01,73.92,2024/02/01,2072.3
2024/01/30,36065.86,2024/01/31,38150.3,2024/02/01,483.86,2024/01/24,2820.7719,2024/02/01,13.88,2024/02/01,146.42,2024/02/01,159.17,2024/02/01,7.1799,2024/01/31,0.736,2024/01/31,3.965,2024/01/31,75.85,2024/01/31,2057.7
2024/01/29,36026.94,2024/01/30,38467.31,2024/01/31,485.67,2024/01/23,2770.9763,2024/01/31,14.35,2024/01/31,146.88,2024/01/31,158.95,2024/01/31,7.1673,2024/01/30,0.712,2024/01/30,4.057,2024/01/30,77.79,2024/01/30,2055.3
2024/01/26,35751.07,2024/01/29,38333.45,2024/01/30,485.63,2024/01/22,2756.3399,2024/01/30,13.31,2024/01/30,147.6,2024/01/30,160.07,2024/01/30,7.1755,2024/01/29,0.726,2024/01/29,4.091,2024/01/29,76.98,2024/01/29,2032.7
2024/01/25,36236.47,2024/01/26,38109.43,2024/01/29,484.84,2024/01/19,2832.2793,2024/01/29,13.6,2024/01/29,147.49,2024/01/29,159.76,2024/01/29,7.1799,2024/01/26,0.716,2024/01/26,4.16,2024/01/26,78.23,2024/01/26,2018.2
2024/01/24,36226.48,2024/01/25,38049.13,2024/01/26,483.84,2024/01/18,2845.7839,2024/01/26,13.26,2024/01/26,148.16,2024/01/26,160.78,2024/01/26,7.1763,2024/01/25,0.749,2024/01/25,4.132,2024/01/25,77.1,2024/01/25,2021.0
2024/01/23,36517.57,2024/01/24,37806.39,2024/01/25,478.53,2024/01/17,2833.6152,2024/01/25,13.45,2024/01/25,147.65,2024/01/25,160.13,2024/01/25,7.169,2024/01/24,0.722,2024/01/24,4.178,2024/01/24,75.36,2024/01/24,2014.4
2024/01/22,36546.95,2024/01/23,37905.45,2024/01/24,477.09,2024/01/16,2893.9886,2024/01/24,13.14,2024/01/24,147.5,2024/01/24,160.54,2024/01/24,7.1515,2024/01/23,0.64,2024/01/23,4.142,2024/01/23,74.51,2024/01/23,2030.6
2024/01/19,35963.27,2024/01/22,38001.81,2024/01/23,471.53,2024/01/15,2886.2908,2024/01/23,12.55,2024/01/23,148.36,2024/01/23,161.03,2024/01/23,7.172,2024/01/22,0.652,2024/01/22,4.094,2024/01/22,75.01,2024/01/22,2023.1
2024/01/18,35466.17,2024/01/19,37863.8,2024/01/22,472.86,2024/01/12,2881.9769,2024/01/22,13.19,2024/01/22,148.09,2024/01/22,161.18,2024/01/22,7.192,2024/01/19,0.671,2024/01/19,4.146,2024/01/19,73.71,2024/01/19,2031.8
2024/01/17,35477.75,2024/01/18,37468.61,2024/01/19,469.24,2024/01/11,2886.6502,2024/01/19,13.3,2024/01/19,148.14,2024/01/19,161.39,2024/01/19,7.1931,2024/01/18,0.656,2024/01/18,4.144,2024/01/18,74.01,2024/01/18,2025.1
