,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↓,12.950000000004366,↓,110.57999999999447,↓,0.6200000000000045,↓,5.5470000000000255,↑,0.7899999999999991,↓円安,0.5600000000000023,↓円安,0.6299999999999955,↓元安,0.008000000000000007,↑,0.006000000000000005,↓,0.000300000000000189,↓,0.5400000000000063,↑,3.400000000000091
2024/12/16,39457.49,2024/12/16,43717.48,2024/12/16,515.83,2024/12/16,3386.3312,2024/12/16,14.6,2024/12/16,154.2,2024/12/16,162.04,2024/12/16,7.2836,2024/12/16,1.071,2024/12/16,4.3987,2024/12/16,70.55,2024/12/16,2669.3
2024/12/13,39470.44,2024/12/13,43828.06,2024/12/13,516.45,2024/12/13,3391.8782,2024/12/13,13.81,2024/12/13,153.64,2024/12/13,161.41,2024/12/13,7.2756,2024/12/16,1.065,2024/12/13,4.399,2024/12/13,71.09,2024/12/13,2665.9
2024/12/12,39849.14,2024/12/12,43914.12,2024/12/12,519.2,2024/12/12,3461.4998,2024/12/12,13.92,2024/12/12,152.62,2024/12/12,159.74,2024/12/12,7.2685,2024/12/13,1.038,2024/12/12,4.324,2024/12/12,70.01,2024/12/12,2705.2
2024/12/11,39372.23,2024/12/11,44148.56,2024/12/11,519.95,2024/12/11,3432.4902,2024/12/11,13.58,2024/12/11,152.45,2024/12/11,160.02,2024/12/11,7.2605,2024/12/12,1.049,2024/12/11,4.271,2024/12/11,70.38,2024/12/11,2753.8
2024/12/10,39367.58,2024/12/10,44247.83,2024/12/10,518.49,2024/12/10,3422.6607,2024/12/10,14.18,2024/12/10,151.95,2024/12/10,159.97,2024/12/10,7.25,2024/12/11,1.067,2024/12/10,4.221,2024/12/10,68.47,2024/12/10,2721.5
2024/12/09,39160.5,2024/12/09,44401.93,2024/12/09,521.22,2024/12/09,3402.5343,2024/12/09,14.19,2024/12/09,151.19,2024/12/09,159.55,2024/12/09,7.2604,2024/12/10,1.062,2024/12/09,4.199,2024/12/09,68.16,2024/12/09,2683.0
2024/12/06,39091.17,2024/12/06,44642.52,2024/12/06,520.47,2024/12/06,3404.0764,2024/12/06,12.77,2024/12/06,150.03,2024/12/06,158.54,2024/12/06,7.27,2024/12/09,1.039,2024/12/06,4.153,2024/12/06,67.17,2024/12/06,2654.9
2024/12/05,39395.6,2024/12/05,44765.71,2024/12/05,519.53,2024/12/05,3368.8553,2024/12/05,13.54,2024/12/05,150.08,2024/12/05,158.9,2024/12/05,7.2592,2024/12/06,1.054,2024/12/05,4.182,2024/12/05,68.45,2024/12/05,2655.0
2024/12/04,39276.39,2024/12/04,45014.04,2024/12/04,517.45,2024/12/04,3364.6498,2024/12/04,13.45,2024/12/04,150.6,2024/12/04,158.29,2024/12/04,7.2632,2024/12/05,1.069,2024/12/04,4.182,2024/12/04,68.73,2024/12/04,2674.3
2024/12/03,39248.86,2024/12/03,44705.53,2024/12/03,515.53,2024/12/03,3378.8063,2024/12/03,13.3,2024/12/03,149.59,2024/12/03,157.18,2024/12/03,7.2858,2024/12/04,1.054,2024/12/03,4.221,2024/12/03,69.97,2024/12/03,2666.0
2024/12/02,38513.02,2024/12/02,44782.0,2024/12/02,513.61,2024/12/02,3363.9823,2024/12/02,13.34,2024/12/02,149.59,2024/12/02,157.02,2024/12/02,7.2714,2024/12/03,1.074,2024/12/02,4.194,2024/12/02,68.17,2024/12/02,2661.8
2024/11/29,38208.03,2024/11/29,44910.65,2024/11/29,510.25,2024/11/29,3326.4557,2024/11/29,13.51,2024/11/29,149.75,2024/11/29,158.35,2024/11/29,7.2423,2024/12/02,1.079,2024/11/29,4.194,2024/11/29,68.15,2024/11/29,2673.9
2024/11/28,38349.06,2024/11/27,44722.06,2024/11/28,507.3,2024/11/28,3295.6983,2024/11/28,13.9,2024/11/28,151.54,2024/11/28,159.93,2024/11/28,7.244,2024/11/29,1.055,2024/11/27,4.242,2024/11/27,68.77,2024/11/27,2636.4
2024/11/27,38134.97,2024/11/26,44860.31,2024/11/27,504.96,2024/11/27,3309.7789,2024/11/27,14.1,2024/11/27,151.1,2024/11/27,159.65,2024/11/27,7.2458,2024/11/28,1.054,2024/11/26,4.302,2024/11/26,68.96,2024/11/26,2633.8
2024/11/26,38442.0,2024/11/25,44736.57,2024/11/26,505.9,2024/11/26,3259.7572,2024/11/26,14.1,2024/11/26,153.1,2024/11/26,160.58,2024/11/26,7.252,2024/11/27,1.071,2024/11/25,4.263,2024/11/25,69.08,2024/11/25,2626.4
2024/11/25,38780.14,2024/11/22,44296.51,2024/11/25,508.78,2024/11/25,3263.7597,2024/11/25,14.6,2024/11/25,154.21,2024/11/25,161.8,2024/11/25,7.2395,2024/11/26,1.06,2024/11/22,4.41,2024/11/22,71.18,2024/11/22,2718.2
2024/11/22,38283.85,2024/11/21,43870.35,2024/11/22,508.47,2024/11/22,3267.1916,2024/11/22,15.24,2024/11/22,154.74,2024/11/22,161.23,2024/11/22,7.2455,2024/11/25,1.075,2024/11/21,4.432,2024/11/21,70.13,2024/11/21,2672.2
2024/11/21,38026.17,2024/11/20,43408.47,2024/11/21,502.54,2024/11/21,3370.4039,2024/11/21,16.87,2024/11/21,154.51,2024/11/21,161.86,2024/11/21,7.2368,2024/11/22,1.08,2024/11/20,4.406,2024/11/20,68.95,2024/11/20,2654.1
2024/11/20,38352.34,2024/11/19,43268.94,2024/11/20,500.49,2024/11/20,3367.9893,2024/11/20,17.16,2024/11/20,155.43,2024/11/20,163.85,2024/11/20,7.2459,2024/11/21,1.096,2024/11/19,4.379,2024/11/19,69.5,2024/11/19,2635.7
