,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↑,70.55999999999767,↑,36.86000000000058,↑,1.080000000000041,↑,92.17899999999963,↓,1.0799999999999983,↑円高,0.6799999999999784,↑円高,0.19999999999998863,↑元高,0.02210000000000001,↑,0.0050000000000000044,↓,0.013200000000000323,↓,1.4200000000000017,↑,28.09999999999991
2024/10/18,38981.75,2024/10/18,43275.91,2024/10/18,524.99,2024/10/18,3261.5633,2024/10/18,18.03,2024/10/18,149.52,2024/10/18,162.47,2024/10/18,7.1015,2024/10/18,0.97,2024/10/18,4.0828,2024/10/18,69.34,2024/10/18,2736.4
2024/10/17,38911.19,2024/10/17,43239.05,2024/10/17,523.91,2024/10/17,3169.3843,2024/10/17,19.11,2024/10/17,150.2,2024/10/17,162.67,2024/10/17,7.1236,2024/10/17,0.965,2024/10/17,4.096,2024/10/17,70.76,2024/10/17,2708.3
2024/10/16,39180.3,2024/10/16,43077.7,2024/10/16,519.6,2024/10/16,3202.948,2024/10/16,19.58,2024/10/16,149.62,2024/10/16,162.52,2024/10/16,7.1192,2024/10/16,0.954,2024/10/16,4.016,2024/10/16,70.71,2024/10/16,2690.4
2024/10/15,39910.55,2024/10/15,42740.42,2024/10/15,520.57,2024/10/15,3201.2919,2024/10/15,20.64,2024/10/15,149.19,2024/10/15,162.48,2024/10/15,7.1194,2024/10/15,0.971,2024/10/15,4.038,2024/10/15,71.04,2024/10/15,2679.4
2024/10/11,39605.8,2024/10/14,43065.22,2024/10/14,524.76,2024/10/14,3284.3225,2024/10/14,19.7,2024/10/14,149.75,2024/10/14,163.35,2024/10/14,7.087,2024/10/11,0.95,2024/10/11,4.073,2024/10/14,71.86,2024/10/14,2665.8
2024/10/10,39380.89,2024/10/11,42863.86,2024/10/11,521.98,2024/10/11,3217.7377,2024/10/11,20.46,2024/10/11,149.13,2024/10/11,163.09,2024/10/11,7.0666,2024/10/10,0.958,2024/10/10,4.094,2024/10/11,75.49,2024/10/11,2674.2
2024/10/09,39277.96,2024/10/10,42454.12,2024/10/10,519.11,2024/10/10,3301.9259,2024/10/10,20.93,2024/10/10,148.56,2024/10/10,162.48,2024/10/10,7.079,2024/10/09,0.936,2024/10/09,4.067,2024/10/10,75.59,2024/10/10,2647.3
2024/10/08,38937.54,2024/10/09,42512.0,2024/10/09,520.05,2024/10/09,3258.8578,2024/10/09,20.86,2024/10/09,149.29,2024/10/09,163.31,2024/10/09,7.08,2024/10/08,0.926,2024/10/08,4.035,2024/10/09,73.36,2024/10/09,2626.1
2024/10/07,39332.74,2024/10/08,42080.37,2024/10/08,516.64,2024/10/08,3489.7751,2024/10/08,21.42,2024/10/08,148.19,2024/10/08,162.71,2024/10/08,7.0595,2024/10/07,0.921,2024/10/07,4.026,2024/10/08,73.9,2024/10/08,2640.6
2024/10/04,38635.62,2024/10/07,41954.24,2024/10/07,519.48,2024/09/30,3336.4974,2024/10/07,22.64,2024/10/07,148.18,2024/10/07,162.62,2024/10/07,7.0176,2024/10/04,0.88,2024/10/04,3.981,2024/10/07,77.29,2024/10/07,2661.9
2024/10/03,38552.06,2024/10/04,42352.75,2024/10/04,518.56,2024/09/27,3087.5286,2024/10/04,19.21,2024/10/04,148.71,2024/10/04,163.16,2024/10/04,7.0176,2024/10/03,0.821,2024/10/03,3.85,2024/10/04,74.45,2024/10/04,2673.2
2024/10/02,37808.76,2024/10/03,42011.59,2024/10/03,516.29,2024/09/26,3000.9526,2024/10/03,20.49,2024/10/03,146.92,2024/10/03,162.06,2024/10/03,7.0176,2024/10/02,0.816,2024/10/02,3.785,2024/10/03,73.71,2024/10/03,2675.9
2024/10/01,38651.97,2024/10/02,42196.52,2024/10/02,521.14,2024/09/25,2896.3057,2024/10/02,18.9,2024/10/02,146.46,2024/10/02,161.76,2024/10/02,7.0176,2024/10/01,0.855,2024/10/01,3.743,2024/10/02,71.01,2024/10/02,2680.2
2024/09/30,37919.55,2024/10/01,42156.97,2024/10/01,520.88,2024/09/24,2863.1255,2024/10/01,19.26,2024/10/01,143.56,2024/10/01,158.88,2024/10/01,7.0176,2024/09/30,0.855,2024/09/30,3.802,2024/10/01,70.76,2024/10/01,2684.8
2024/09/27,39829.56,2024/09/30,42330.15,2024/09/30,522.89,2024/09/23,2748.9177,2024/09/30,16.73,2024/09/30,143.62,2024/09/30,159.92,2024/09/30,7.0176,2024/09/27,0.806,2024/09/27,3.749,2024/09/30,68.29,2024/09/30,2656.4
2024/09/26,38925.63,2024/09/27,42313.0,2024/09/27,528.08,2024/09/20,2736.8139,2024/09/27,16.96,2024/09/27,142.19,2024/09/27,158.72,2024/09/27,7.011,2024/09/26,0.831,2024/09/26,3.789,2024/09/27,68.64,2024/09/27,2680.8
2024/09/25,37870.26,2024/09/26,42175.11,2024/09/26,525.61,2024/09/19,2736.0222,2024/09/26,15.37,2024/09/26,144.8,2024/09/26,161.83,2024/09/26,7.0106,2024/09/25,0.811,2024/09/25,3.781,2024/09/26,67.46,2024/09/26,2695.1
2024/09/24,37940.59,2024/09/25,41914.75,2024/09/25,519.14,2024/09/18,2717.2813,2024/09/25,15.41,2024/09/25,144.75,2024/09/25,161.14,2024/09/25,7.0315,2024/09/24,0.81,2024/09/24,3.736,2024/09/25,69.84,2024/09/25,2681.3
2024/09/20,37723.91,2024/09/24,42208.22,2024/09/24,519.7,2024/09/13,2704.0896,2024/09/24,15.39,2024/09/24,143.21,2024/09/24,160.11,2024/09/24,7.0318,2024/09/20,0.866,2024/09/23,3.738,2024/09/24,71.54,2024/09/24,2682.1
2024/09/19,37155.33,2024/09/23,42124.65,2024/09/23,516.32,2024/09/12,2717.1231,2024/09/23,15.89,2024/09/23,143.6,2024/09/23,159.54,2024/09/23,7.0508,2024/09/19,0.855,2024/09/20,3.728,2024/09/23,70.73,2024/09/23,2653.4
2024/09/18,36380.17,2024/09/20,42063.36,2024/09/20,514.26,2024/09/11,2721.7952,2024/09/20,16.15,2024/09/20,143.91,2024/09/20,160.63,2024/09/20,7.0505,2024/09/18,0.826,2024/09/19,3.74,2024/09/20,71.77,2024/09/20,2647.1
2024/09/17,36203.22,2024/09/19,42025.19,2024/09/19,521.67,2024/09/10,2744.1921,2024/09/19,16.33,2024/09/19,142.62,2024/09/19,159.19,2024/09/19,7.0675,2024/09/17,0.826,2024/09/18,3.687,2024/09/19,72.07,2024/09/19,2611.7
2024/09/13,36581.76,2024/09/18,41503.1,2024/09/18,514.59,2024/09/09,2736.4876,2024/09/18,18.23,2024/09/18,142.27,2024/09/18,158.18,2024/09/18,7.0812,2024/09/13,0.841,2024/09/17,3.642,2024/09/18,70.16,2024/09/18,2584.8
