,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
↓,16.090000000003783,↓,31.30999999999767,↑,1.2299999999999613,↑,5.1754000000000815,↑,0.05000000000000071,↓円安,0.14000000000001478,↑円高,0.030000000000001137,↓元安,0.007399999999999629,↑,0.009000000000000008,↓,0.015500000000000291,↓,0.7099999999999937,↑,6.5
2024/03/26,40398.03,2024/03/26,39282.33,2024/03/26,511.09,2024/03/26,3031.4809,2024/03/26,13.24,2024/03/26,151.55,2024/03/26,164.13,2024/03/26,7.2176,2024/03/26,0.739,2024/03/26,4.2375,2024/03/26,81.29,2024/03/26,2179.5
2024/03/25,40414.12,2024/03/25,39313.64,2024/03/25,509.86,2024/03/25,3026.3055,2024/03/25,13.19,2024/03/25,151.41,2024/03/26,164.16,2024/03/25,7.2102,2024/03/25,0.73,2024/03/25,4.253,2024/03/25,82.0,2024/03/25,2173.0
2024/03/22,40888.43,2024/03/22,39475.9,2024/03/22,509.64,2024/03/22,3048.0336,2024/03/22,13.06,2024/03/22,151.42,2024/03/25,164.09,2024/03/22,7.2293,2024/03/22,0.742,2024/03/22,4.218,2024/03/22,80.82,2024/03/22,2166.5
2024/03/21,40815.66,2024/03/21,39781.37,2024/03/21,509.77,2024/03/21,3077.113,2024/03/21,12.92,2024/03/21,151.61,2024/03/22,163.66,2024/03/21,7.1993,2024/03/21,0.745,2024/03/21,4.271,2024/03/21,80.82,2024/03/21,2183.3
2024/03/19,40003.6,2024/03/20,39512.13,2024/03/20,505.21,2024/03/20,3079.6859,2024/03/20,13.04,2024/03/20,151.25,2024/03/21,164.63,2024/03/20,7.1992,2024/03/19,0.732,2024/03/20,4.271,2024/03/20,81.84,2024/03/20,2189.6
2024/03/18,39740.44,2024/03/19,39110.76,2024/03/19,505.23,2024/03/19,3062.7558,2024/03/19,13.82,2024/03/19,150.85,2024/03/20,165.21,2024/03/19,7.1991,2024/03/18,0.756,2024/03/19,4.296,2024/03/19,83.2,2024/03/19,2160.9
2024/03/15,38707.64,2024/03/18,38790.43,2024/03/18,503.94,2024/03/18,3084.9262,2024/03/18,14.33,2024/03/18,149.14,2024/03/19,163.91,2024/03/18,7.1981,2024/03/15,0.785,2024/03/18,4.34,2024/03/18,82.79,2024/03/18,2163.9
2024/03/14,38807.38,2024/03/15,38714.77,2024/03/15,504.8,2024/03/15,3054.6359,2024/03/15,14.41,2024/03/15,149.02,2024/03/18,162.17,2024/03/15,7.1954,2024/03/14,0.781,2024/03/15,4.304,2024/03/15,81.0,2024/03/15,2159.4
2024/03/13,38695.97,2024/03/14,38905.66,2024/03/14,506.4,2024/03/14,3038.2339,2024/03/14,14.4,2024/03/14,148.32,2024/03/15,162.27,2024/03/14,7.1932,2024/03/13,0.761,2024/03/14,4.298,2024/03/14,81.08,2024/03/14,2166.5
2024/03/12,38797.51,2024/03/13,39043.32,2024/03/13,507.33,2024/03/13,3043.8346,2024/03/13,13.75,2024/03/13,147.74,2024/03/14,161.42,2024/03/13,7.1861,2024/03/12,0.77,2024/03/13,4.192,2024/03/13,79.6,2024/03/13,2179.4
2024/03/11,38820.49,2024/03/12,39005.49,2024/03/12,506.52,2024/03/12,3055.935,2024/03/12,13.84,2024/03/12,147.68,2024/03/13,161.75,2024/03/12,7.18,2024/03/11,0.764,2024/03/12,4.155,2024/03/12,78.03,2024/03/12,2163.9
2024/03/08,39688.94,2024/03/11,38769.66,2024/03/11,501.49,2024/03/11,3068.4554,2024/03/11,15.22,2024/03/11,146.94,2024/03/12,161.35,2024/03/11,7.182,2024/03/08,0.735,2024/03/11,4.104,2024/03/11,78.14,2024/03/11,2189.0
2024/03/07,39598.71,2024/03/08,38722.69,2024/03/08,503.26,2024/03/08,3046.0192,2024/03/08,14.74,2024/03/08,147.07,2024/03/11,160.54,2024/03/08,7.1855,2024/03/07,0.732,2024/03/08,4.088,2024/03/08,77.85,2024/03/08,2186.2
2024/03/06,40090.78,2024/03/07,38791.35,2024/03/07,503.16,2024/03/07,3027.4013,2024/03/07,14.44,2024/03/07,148.03,2024/03/08,160.85,2024/03/07,7.1926,2024/03/06,0.715,2024/03/07,4.092,2024/03/07,79.46,2024/03/07,2167.4
2024/03/05,40097.63,2024/03/06,38661.05,2024/03/06,498.21,2024/03/06,3039.9309,2024/03/06,14.5,2024/03/06,149.37,2024/03/07,162.06,2024/03/06,7.1971,2024/03/05,0.702,2024/03/06,4.104,2024/03/06,79.12,2024/03/06,2156.5
2024/03/04,40109.23,2024/03/05,38585.19,2024/03/05,496.27,2024/03/05,3047.7931,2024/03/05,14.46,2024/03/05,150.04,2024/03/06,162.83,2024/03/05,7.1965,2024/03/04,0.713,2024/03/05,4.137,2024/03/05,78.14,2024/03/05,2136.4
2024/03/01,39910.82,2024/03/04,38989.83,2024/03/04,497.41,2024/03/04,3039.3055,2024/03/04,13.49,2024/03/04,150.51,2024/03/05,162.9,2024/03/04,7.1987,2024/03/01,0.716,2024/03/04,4.219,2024/03/04,78.76,2024/03/04,2123.1
2024/02/29,39166.19,2024/03/01,39087.38,2024/03/01,497.58,2024/03/01,3027.0204,2024/03/01,13.11,2024/03/01,150.11,2024/03/04,163.4,2024/03/01,7.196,2024/02/29,0.715,2024/03/01,4.182,2024/03/01,79.81,2024/03/01,2091.6
2024/02/28,39208.03,2024/02/29,38996.39,2024/02/29,494.61,2024/02/29,3015.1712,2024/02/29,13.4,2024/02/29,149.98,2024/03/01,162.71,2024/02/29,7.1877,2024/02/28,0.7,2024/02/29,4.252,2024/02/29,78.3,2024/02/29,2052.8
2024/02/27,39239.52,2024/02/28,38949.02,2024/02/28,494.59,2024/02/28,2957.8524,2024/02/28,13.84,2024/02/28,150.67,2024/02/29,162.05,2024/02/28,7.1976,2024/02/27,0.691,2024/02/28,4.274,2024/02/28,78.29,2024/02/28,2043.5
2024/02/26,39233.71,2024/02/27,38972.41,2024/02/27,496.33,2024/02/27,3015.4807,2024/02/27,13.43,2024/02/27,150.5,2024/02/28,163.31,2024/02/27,7.1977,2024/02/26,0.687,2024/02/27,4.315,2024/02/27,78.52,2024/02/27,2039.4
2024/02/22,39098.68,2024/02/26,39069.23,2024/02/26,495.43,2024/02/26,2977.0221,2024/02/26,13.74,2024/02/26,150.69,2024/02/27,163.21,2024/02/26,7.1971,2024/02/22,0.716,2024/02/26,4.299,2024/02/26,77.6,2024/02/26,2040.9
2024/02/21,38262.16,2024/02/23,39131.53,2024/02/23,497.25,2024/02/23,3004.881,2024/02/23,13.75,2024/02/23,150.5,2024/02/26,163.52,2024/02/23,7.1952,2024/02/21,0.726,2024/02/23,4.26,2024/02/23,76.57,2024/02/23,2045.8
2024/02/20,38363.61,2024/02/22,39069.11,2024/02/22,495.1,2024/02/22,2988.3578,2024/02/22,14.54,2024/02/22,150.51,2024/02/23,162.87,2024/02/22,7.1944,2024/02/20,0.731,2024/02/22,4.327,2024/02/22,78.34,2024/02/22,2034.3
2024/02/19,38470.38,2024/02/21,38612.24,2024/02/21,491.05,2024/02/21,2950.9556,2024/02/21,15.34,2024/02/21,150.28,2024/02/22,162.93,2024/02/21,7.1891,2024/02/19,0.731,2024/02/21,4.323,2024/02/21,78.06,2024/02/21,2036.8
2024/02/16,38487.24,2024/02/20,38563.8,2024/02/20,491.9,2024/02/20,2922.7302,2024/02/20,15.42,2024/02/20,149.99,2024/02/21,162.62,2024/02/20,7.1905,2024/02/16,0.731,2024/02/20,4.275,2024/02/20,78.27,2024/02/20,2036.0
2024/02/15,38157.94,2024/02/16,38627.99,2024/02/19,492.39,2024/02/19,2910.544,2024/02/19,14.71,2024/02/19,150.11,2024/02/20,162.11,2024/02/19,7.1975,2024/02/15,0.729,2024/02/16,4.295,2024/02/16,79.22,2024/02/16,2025.5
2024/02/14,37703.32,2024/02/15,38773.12,2024/02/16,491.59,2024/02/08,2865.9032,2024/02/16,14.24,2024/02/16,150.21,2024/02/19,161.82,2024/02/16,7.1929,2024/02/14,0.756,2024/02/15,4.24,2024/02/15,78.07,2024/02/15,2016.1
2024/02/13,37963.97,2024/02/14,38424.27,2024/02/15,488.54,2024/02/07,2829.6956,2024/02/15,14.01,2024/02/15,149.91,2024/02/16,161.86,2024/02/15,7.1929,2024/02/13,0.725,2024/02/14,4.267,2024/02/14,76.56,2024/02/14,2005.0
2024/02/09,36897.42,2024/02/13,38272.75,2024/02/14,485.24,2024/02/06,2789.486,2024/02/14,14.38,2024/02/14,150.55,2024/02/15,161.49,2024/02/14,7.1929,2024/02/09,0.721,2024/02/13,4.316,2024/02/13,77.77,2024/02/13,2006.0
